"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_0_0","14","controllers.singlePlayer.sampleOLMCTS.Agent","292500","12.280701754385964","0","2000"
"GameData_0_1","21","controllers.singlePlayer.sampleOLMCTS.Agent","292500","18.421052631578945","0","2000"
"GameData_9_9","226","controllers.singlePlayer.sampleOLMCTS.Agent","272916","120.85561497326202","39","832"
"GameData_1_3","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","77","632"
"GameData_13_4","141","controllers.singlePlayer.sampleOLMCTS.Agent","290625","30.387931034482758","5","498"
"GameData_1_4","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","74","479"
"GameData_13_5","170","controllers.singlePlayer.sampleOLMCTS.Agent","290625","36.637931034482754","0","2000"
"GameData_1_1","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","79","497"
"GameData_13_2","90","controllers.singlePlayer.sampleOLMCTS.Agent","290625","19.396551724137932","0","2000"
"GameData_1_2","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","71","482"
"GameData_13_3","107","controllers.singlePlayer.sampleOLMCTS.Agent","290625","23.060344827586206","0","2000"
"GameData_1_7","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","73","494"
"GameData_9_0","69","controllers.singlePlayer.sampleOLMCTS.Agent","272916","36.898395721925134","1043","1000"
"GameData_13_8","252","controllers.singlePlayer.sampleOLMCTS.Agent","290625","54.310344827586206","0","2000"
"GameData_1_8","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","70","422"
"GameData_13_9","107","controllers.singlePlayer.sampleOLMCTS.Agent","290625","23.060344827586206","0","2000"
"GameData_1_5","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","70","521"
"GameData_13_6","226","controllers.singlePlayer.sampleOLMCTS.Agent","290625","48.706896551724135","-1","1998"
"GameData_1_6","30","controllers.singlePlayer.sampleOLMCTS.Agent","337920","9.118541033434651","66","481"
"GameData_13_7","229","controllers.singlePlayer.sampleOLMCTS.Agent","290625","49.353448275862064","0","2000"
"GameData_9_4","149","controllers.singlePlayer.sampleOLMCTS.Agent","272916","79.67914438502673","53","1000"
"GameData_9_3","147","controllers.singlePlayer.sampleOLMCTS.Agent","272916","78.6096256684492","89","1000"
"GameData_1_9","47","controllers.singlePlayer.sampleOLMCTS.Agent","337920","14.285714285714285","65","483"
"GameData_9_2","121","controllers.singlePlayer.sampleOLMCTS.Agent","272916","64.70588235294117","1046","1000"
"GameData_9_1","108","controllers.singlePlayer.sampleOLMCTS.Agent","272916","57.75401069518716","1047","1000"
"GameData_9_8","179","controllers.singlePlayer.sampleOLMCTS.Agent","272916","95.72192513368985","1036","1000"
"GameData_13_0","34","controllers.singlePlayer.sampleOLMCTS.Agent","290625","7.327586206896551","0","2000"
"GameData_9_7","179","controllers.singlePlayer.sampleOLMCTS.Agent","272916","95.72192513368985","1076","1000"
"GameData_13_1","70","controllers.singlePlayer.sampleOLMCTS.Agent","290625","15.086206896551724","0","2000"
"GameData_9_6","175","controllers.singlePlayer.sampleOLMCTS.Agent","272916","93.58288770053476","1026","877"
"GameData_9_5","166","controllers.singlePlayer.sampleOLMCTS.Agent","272916","88.77005347593582","44","1000"
"GameData_16_9","179","controllers.singlePlayer.sampleOLMCTS.Agent","122500","397.77777777777777","0","2000"
"GameData_16_7","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_16_8","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_4_0","45","controllers.singlePlayer.sampleOLMCTS.Agent","360000","31.690140845070424","100","457"
"GameData_16_1","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_4_1","54","controllers.singlePlayer.sampleOLMCTS.Agent","360000","38.028169014084504","100","420"
"GameData_16_2","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_16_0","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","56.81818181818182","1","596"
"GameData_4_4","66","controllers.singlePlayer.sampleOLMCTS.Agent","360000","46.478873239436616","100","852"
"GameData_16_5","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_4_5","66","controllers.singlePlayer.sampleOLMCTS.Agent","360000","46.478873239436616","100","164"
"GameData_16_6","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_4_2","65","controllers.singlePlayer.sampleOLMCTS.Agent","360000","45.774647887323944","0","750"
"GameData_16_3","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_4_3","66","controllers.singlePlayer.sampleOLMCTS.Agent","360000","46.478873239436616","100","233"
"GameData_16_4","25","controllers.singlePlayer.sampleOLMCTS.Agent","122500","55.55555555555556","0","2000"
"GameData_4_8","68","controllers.singlePlayer.sampleOLMCTS.Agent","360000","47.88732394366197","0","1140"
"GameData_4_9","193","controllers.singlePlayer.sampleOLMCTS.Agent","360000","135.91549295774647","0","285"
"GameData_4_6","66","controllers.singlePlayer.sampleOLMCTS.Agent","360000","46.478873239436616","100","441"
"GameData_4_7","68","controllers.singlePlayer.sampleOLMCTS.Agent","360000","47.88732394366197","100","105"
"GameData_15_8","154","controllers.singlePlayer.sampleOLMCTS.Agent","241472","50.326797385620914","6","1004"
"GameData_15_9","191","controllers.singlePlayer.sampleOLMCTS.Agent","241472","62.41830065359477","0","96"
"GameData_3_1","182","controllers.singlePlayer.sampleOLMCTS.Agent","232500","48.924731182795696","-1","2000"
"GameData_15_2","81","controllers.singlePlayer.sampleOLMCTS.Agent","241472","26.47058823529412","2","667"
"GameData_3_2","185","controllers.singlePlayer.sampleOLMCTS.Agent","232500","49.73118279569893","-9","1236"
"GameData_15_3","105","controllers.singlePlayer.sampleOLMCTS.Agent","241472","34.31372549019608","10","751"
"GameData_15_0","32","controllers.singlePlayer.sampleOLMCTS.Agent","241472","10.457516339869281","6","628"
