"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_8_2","117","controllers.singlePlayer.sampleRandom.Agent","330000","22.15909090909091","-7","453"
"GameData_8_9","102","controllers.singlePlayer.sampleRandom.Agent","330000","19.318181818181817","13","552"
"GameData_12_1","13","controllers.singlePlayer.sampleRandom.Agent","435357","11.11111111111111","-1","16"
"GameData_8_8","187","controllers.singlePlayer.sampleRandom.Agent","330000","35.41666666666667","1","455"
"GameData_12_2","18","controllers.singlePlayer.sampleRandom.Agent","435357","15.384615384615385","-1","118"
"GameData_8_7","166","controllers.singlePlayer.sampleRandom.Agent","330000","31.439393939393938","11","438"
"GameData_8_6","165","controllers.singlePlayer.sampleRandom.Agent","330000","31.25","19","700"
"GameData_12_0","9","controllers.singlePlayer.sampleRandom.Agent","435357","7.6923076923076925","-1","46"
"GameData_19_6","95","controllers.singlePlayer.sampleRandom.Agent","368676","45.45454545454545","-1","170"
"GameData_19_7","101","controllers.singlePlayer.sampleRandom.Agent","368676","48.32535885167464","-2","456"
"GameData_19_4","91","controllers.singlePlayer.sampleRandom.Agent","368676","43.54066985645933","-1","290"
"GameData_19_5","95","controllers.singlePlayer.sampleRandom.Agent","368676","45.45454545454545","7","254"
"GameData_19_8","101","controllers.singlePlayer.sampleRandom.Agent","368676","48.32535885167464","-2","239"
"GameData_19_9","260","controllers.singlePlayer.sampleRandom.Agent","368676","124.4019138755981","-1","433"
"GameData_11_6","215","controllers.singlePlayer.sampleRandom.Agent","241472","69.8051948051948","30","706"
"GameData_11_7","215","controllers.singlePlayer.sampleRandom.Agent","241472","69.8051948051948","32","1476"
"GameData_11_4","215","controllers.singlePlayer.sampleRandom.Agent","241472","69.8051948051948","36","1084"
"GameData_11_5","215","controllers.singlePlayer.sampleRandom.Agent","241472","69.8051948051948","38","1519"
"GameData_7_2","61","controllers.singlePlayer.sampleRandom.Agent","295191","17.37891737891738","-25","278"
"GameData_19_2","68","controllers.singlePlayer.sampleRandom.Agent","368676","32.535885167464116","-1","195"
"GameData_7_1","49","controllers.singlePlayer.sampleRandom.Agent","295191","13.96011396011396","-25","88"
"GameData_19_3","68","controllers.singlePlayer.sampleRandom.Agent","368676","32.535885167464116","-1","311"
"GameData_7_0","38","controllers.singlePlayer.sampleRandom.Agent","295191","10.826210826210826","-25","157"
"GameData_11_8","215","controllers.singlePlayer.sampleRandom.Agent","241472","69.8051948051948","32","1426"
"GameData_19_0","55","controllers.singlePlayer.sampleRandom.Agent","368676","26.31578947368421","3","300"
"GameData_11_9","229","controllers.singlePlayer.sampleRandom.Agent","241472","74.35064935064936","32","1610"
"GameData_19_1","55","controllers.singlePlayer.sampleRandom.Agent","368676","26.31578947368421","-1","282"
"GameData_7_6","72","controllers.singlePlayer.sampleRandom.Agent","295191","20.51282051282051","-25","318"
"GameData_7_5","67","controllers.singlePlayer.sampleRandom.Agent","295191","19.08831908831909","-25","225"
"GameData_7_4","65","controllers.singlePlayer.sampleRandom.Agent","295191","18.51851851851852","-25","639"
"GameData_7_3","62","controllers.singlePlayer.sampleRandom.Agent","295191","17.663817663817664","-25","97"
"GameData_11_2","214","controllers.singlePlayer.sampleRandom.Agent","241472","69.48051948051948","30","1488"
"GameData_7_9","124","controllers.singlePlayer.sampleRandom.Agent","295191","35.32763532763533","-25","228"
"GameData_11_3","215","controllers.singlePlayer.sampleRandom.Agent","241472","69.8051948051948","34","2000"
"GameData_7_8","75","controllers.singlePlayer.sampleRandom.Agent","295191","21.367521367521366","-25","284"
"GameData_11_0","153","controllers.singlePlayer.sampleRandom.Agent","241472","49.67532467532468","32","763"
"GameData_7_7","75","controllers.singlePlayer.sampleRandom.Agent","295191","21.367521367521366","-25","466"
"GameData_11_1","210","controllers.singlePlayer.sampleRandom.Agent","241472","68.18181818181817","32","974"
