"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_1_7","29","controllers.singlePlayer.sampleMCTS.Agent","337920","8.787878787878787","64","400"
"GameData_9_0","67","controllers.singlePlayer.sampleMCTS.Agent","272916","35.44973544973545","28","1000"
"GameData_13_8","138","controllers.singlePlayer.sampleMCTS.Agent","290625","29.677419354838708","-1","1289"
"GameData_1_8","30","controllers.singlePlayer.sampleMCTS.Agent","337920","9.090909090909092","66","622"
"GameData_13_9","65","controllers.singlePlayer.sampleMCTS.Agent","290625","13.978494623655912","-1","1698"
"GameData_1_5","29","controllers.singlePlayer.sampleMCTS.Agent","337920","8.787878787878787","67","431"
"GameData_13_6","131","controllers.singlePlayer.sampleMCTS.Agent","290625","28.172043010752688","0","2000"
"GameData_1_6","29","controllers.singlePlayer.sampleMCTS.Agent","337920","8.787878787878787","60","469"
"GameData_13_7","135","controllers.singlePlayer.sampleMCTS.Agent","290625","29.03225806451613","-1","1533"
"GameData_9_4","142","controllers.singlePlayer.sampleMCTS.Agent","272916","75.13227513227513","1047","1000"
"GameData_9_3","121","controllers.singlePlayer.sampleMCTS.Agent","272916","64.02116402116403","6","242"
"GameData_1_9","45","controllers.singlePlayer.sampleMCTS.Agent","337920","13.636363636363635","61","367"
"GameData_9_2","118","controllers.singlePlayer.sampleMCTS.Agent","272916","62.43386243386243","3","309"
"GameData_9_1","99","controllers.singlePlayer.sampleMCTS.Agent","272916","52.38095238095239","14","430"
"GameData_9_8","183","controllers.singlePlayer.sampleMCTS.Agent","272916","96.82539682539682","44","1000"
"GameData_13_0","42","controllers.singlePlayer.sampleMCTS.Agent","290625","9.032258064516128","0","2000"
"GameData_9_7","181","controllers.singlePlayer.sampleMCTS.Agent","272916","95.76719576719577","1045","1000"
"GameData_13_1","60","controllers.singlePlayer.sampleMCTS.Agent","290625","12.903225806451612","-1","189"
"GameData_9_6","160","controllers.singlePlayer.sampleMCTS.Agent","272916","84.65608465608466","1023","1000"
"GameData_9_5","151","controllers.singlePlayer.sampleMCTS.Agent","272916","79.8941798941799","43","1000"
"GameData_16_9","149","controllers.singlePlayer.sampleMCTS.Agent","122500","304.0816326530612","1","300"
"GameData_16_7","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","0","2000"
"GameData_16_8","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","1","272"
"GameData_4_0","53","controllers.singlePlayer.sampleMCTS.Agent","360000","36.80555555555556","100","460"
"GameData_16_1","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","0","2000"
"GameData_4_1","61","controllers.singlePlayer.sampleMCTS.Agent","360000","42.36111111111111","0","750"
"GameData_16_2","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","0","2000"
"GameData_16_0","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","0","2000"
"GameData_4_4","66","controllers.singlePlayer.sampleMCTS.Agent","360000","45.83333333333333","0","1050"
"GameData_16_5","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","1","1114"
"GameData_4_5","66","controllers.singlePlayer.sampleMCTS.Agent","360000","45.83333333333333","100","616"
"GameData_16_6","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","0","2000"
"GameData_4_2","63","controllers.singlePlayer.sampleMCTS.Agent","360000","43.75","100","433"
"GameData_16_3","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","0","2000"
"GameData_4_3","66","controllers.singlePlayer.sampleMCTS.Agent","360000","45.83333333333333","100","661"
"GameData_16_4","25","controllers.singlePlayer.sampleMCTS.Agent","122500","51.02040816326531","1","563"
"GameData_4_8","72","controllers.singlePlayer.sampleMCTS.Agent","360000","50","100","444"
"GameData_4_9","199","controllers.singlePlayer.sampleMCTS.Agent","360000","138.19444444444443","100","253"
"GameData_4_6","66","controllers.singlePlayer.sampleMCTS.Agent","360000","45.83333333333333","100","249"
"GameData_4_7","72","controllers.singlePlayer.sampleMCTS.Agent","360000","50","0","1800"
"GameData_15_8","126","controllers.singlePlayer.sampleMCTS.Agent","241472","40.909090909090914","6","920"
"GameData_15_9","247","controllers.singlePlayer.sampleMCTS.Agent","241472","80.1948051948052","3","491"
"GameData_3_1","155","controllers.singlePlayer.sampleMCTS.Agent","232500","41.66666666666667","0","82"
"GameData_15_2","97","controllers.singlePlayer.sampleMCTS.Agent","241472","31.493506493506494","12","1357"
"GameData_3_2","181","controllers.singlePlayer.sampleMCTS.Agent","232500","48.655913978494624","-6","1499"
"GameData_15_3","107","controllers.singlePlayer.sampleMCTS.Agent","241472","34.74025974025974","12","798"
"GameData_15_0","43","controllers.singlePlayer.sampleMCTS.Agent","241472","13.96103896103896","-1","607"
"GameData_3_0","150","controllers.singlePlayer.sampleMCTS.Agent","232500","40.32258064516129","-9","1064"
"GameData_15_1","54","controllers.singlePlayer.sampleMCTS.Agent","241472","17.532467532467532","6","428"
"GameData_3_5","185","controllers.singlePlayer.sampleMCTS.Agent","232500","49.73118279569893","-10","1237"
"GameData_15_6","126","controllers.singlePlayer.sampleMCTS.Agent","241472","40.909090909090914","15","1026"
"GameData_3_6","185","controllers.singlePlayer.sampleMCTS.Agent","232500","49.73118279569893","3","660"
"GameData_15_7","126","controllers.singlePlayer.sampleMCTS.Agent","241472","40.909090909090914","14","860"
